edad,ingresos_mensuales,ahorro_mensual,deudas_mensuales,horizonte_inversion,objetivo_financiero,tolerancia_riesgo,estabilidad_ingresos,conocimiento_inversiones,colchon_seguridad,perfil_riesgo
55,2307.0767941064723,1036.1077455038217,0.0,corto plazo,1,2,3,3,n,2
53,2489.008526709286,1815.5243718662173,1407.920693018929,largo plazo,3,2,3,4,s,4
36,919.4625357109848,919.4625357109848,387.9189112141154,corto plazo,1,1,1,2,n,2
19,1332.0752592529034,498.5351585628407,0.0,medio plazo,3,2,3,4,n,4
41,2553.97137837013,2553.97137837013,0.0,largo plazo,2,1,2,2,n,3
60,1199.5942104513033,318.3945815338386,0.0,largo plazo,3,1,1,3,s,4
39,2185.6390013085984,2185.6390013085984,0.0,corto plazo,2,3,1,1,n,3
32,4495.838029043139,3270.8942918325138,0.0,corto plazo,2,2,3,3,n,3
53,1418.8809897848048,100.0,0.0,largo plazo,1,1,2,1,n,1
52,2054.184101352009,683.2120259794835,0.0,corto plazo,3,3,1,2,s,5
61,2996.4911345810133,2170.068145041356,0.0,corto plazo,3,2,1,2,n,3
66,2372.315910147389,1558.9159634015268,0.0,medio plazo,3,2,3,1,s,3
51,1743.6962738852403,661.9362084417044,0.0,corto plazo,1,2,2,3,s,4
45,1537.2696755508205,1537.2696755508205,0.0,largo plazo,3,1,2,1,s,3
61,5138.67566418697,5138.67566418697,0.0,largo plazo,2,2,2,1,n,2
31,2129.2313433000977,1039.7834594818962,0.0,corto plazo,3,3,2,3,n,4
54,2670.0919176883654,515.1755332651292,0.0,medio plazo,3,3,3,4,s,4
67,1852.146635430252,100.0,0.0,medio plazo,2,3,3,1,n,1
33,1248.833442215368,100.0,0.0,corto plazo,2,1,2,3,s,3
56,1942.054815587056,1041.3746121841214,0.0,medio plazo,1,1,1,3,s,4
29,2456.480680964302,1538.9991732579615,0.0,medio plazo,1,2,2,4,n,4
59,2772.3279405730764,1791.591381675291,0.0,largo plazo,3,2,3,4,n,3
63,1074.4568529494622,100.0,0.0,corto plazo,3,2,3,3,n,2
41,2648.100779622524,1446.5298214640125,0.0,medio plazo,1,1,2,4,s,4
56,2411.7246141358364,1408.5202850702717,0.0,largo plazo,2,2,3,1,s,3
52,1814.477197523141,100.0,0.0,medio plazo,3,1,3,2,s,3
65,1762.392601591249,934.5945653279994,0.0,largo plazo,2,2,2,1,s,3
18,2008.341620704772,998.8853825990878,0.0,medio plazo,3,1,2,4,s,5
19,2934.980023726429,1565.877193120215,0.0,largo plazo,1,2,1,2,n,4
66,2202.9224782577794,2202.9224782577794,0.0,largo plazo,2,3,3,3,s,4
24,4754.657384679421,3721.104904423649,605.8502901360789,corto plazo,2,1,2,1,s,3
32,2694.537750003968,1685.289973722265,0.0,corto plazo,2,3,1,4,s,5
22,2156.5830842261,2156.5830842261,1214.8744472334176,largo plazo,2,1,2,3,s,4
59,863.615655926777,100.0,0.0,medio plazo,2,2,3,4,n,2
45,947.79614979192,100.0,0.0,corto plazo,3,2,1,3,s,4
50,1388.5947625506042,100.0,0.0,largo plazo,3,2,3,4,s,4
58,1564.9790631115038,279.7449437914888,0.0,corto plazo,3,2,3,2,s,3
54,2369.6629709498093,1708.2424050929417,689.0027199247778,medio plazo,1,1,1,2,n,2
58,1886.10917374338,100.0,0.0,medio plazo,3,1,2,2,s,3
34,2558.8792785945243,2558.8792785945243,0.0,largo plazo,1,1,1,2,s,4
47,5294.832920963108,4699.596719681524,1254.1736245248053,corto plazo,1,1,3,2,s,2
64,1114.9670471810746,100.0,0.0,medio plazo,1,3,2,2,n,2
36,2433.0741180805758,1161.470440875206,0.0,medio plazo,3,2,3,2,s,4
35,1172.6685254414588,100.0,0.0,corto plazo,2,2,1,2,s,3
44,2310.970160666917,1369.712706070394,0.0,largo plazo,3,2,1,4,n,5
28,2630.8060148290256,1281.942693958863,0.0,corto plazo,1,3,2,3,s,4
39,1083.4774952330365,1083.4774952330365,0.0,largo plazo,2,1,1,1,n,3
36,2359.084722806838,100.0,0.0,corto plazo,1,3,3,1,n,1
32,6158.102592712383,5412.629518290208,0.0,largo plazo,1,3,1,4,s,5
31,921.1281893695128,100.0,987.455498656583,medio plazo,3,2,3,2,s,3
59,1390.5974157747078,1390.5974157747078,225.8244343594509,corto plazo,3,2,1,1,n,2
48,2584.547904978367,1641.3622973566946,0.0,largo plazo,3,1,1,3,s,5
26,2502.59414477915,1732.053247753478,0.0,corto plazo,1,2,3,1,n,2
58,2672.673888130133,1642.8392798031236,0.0,medio plazo,3,1,1,1,n,2
66,2602.850582709161,1984.3211028282303,0.0,largo plazo,2,2,3,2,s,3
50,1642.6957505018513,1642.6957505018513,0.0,corto plazo,1,1,1,2,n,3
58,3740.562475390704,1536.0557993633947,890.4922461094717,largo plazo,2,2,2,4,s,4
52,873.1391452295766,194.85493576741783,305.44596381112405,largo plazo,2,2,1,1,s,3
32,2053.1707386820226,1166.989240344995,0.0,largo plazo,2,1,2,3,s,5
27,1161.8443733184654,437.2223908879658,0.0,corto plazo,3,1,3,1,n,2
35,1725.3229250979962,100.0,0.0,largo plazo,3,1,1,1,s,3
53,1093.3211638495077,100.0,972.7081240765024,largo plazo,2,3,3,2,s,2
69,2411.7246141358364,2411.7246141358364,1094.0616204173662,medio plazo,2,3,2,3,n,3
45,2320.820654101053,2320.820654101053,0.0,largo plazo,3,3,1,4,n,5
50,1735.0640127464812,791.8784051248088,0.0,medio plazo,1,2,2,3,s,4
25,1301.80813426268,100.0,0.0,medio plazo,3,2,2,1,n,2
65,1154.3268699355042,614.0537635391503,762.6139656880396,corto plazo,2,3,3,2,n,2
64,2152.985962670436,1288.3281483771334,0.0,largo plazo,3,2,3,2,n,3
57,2119.771983565376,1590.9190519712497,0.0,largo plazo,3,1,3,2,s,3
41,805.6506402843816,100.0,0.0,corto plazo,1,3,3,3,s,3
62,2300.3156676014755,1054.4953164236947,699.8819044699633,corto plazo,2,3,2,2,n,2
30,1732.6633633373513,1732.6633633373513,1313.7316326049693,medio plazo,2,1,2,3,s,3
20,3343.9272213922877,1959.8316292976556,0.0,medio plazo,2,3,3,3,s,4
29,1344.875352734255,786.573857830573,0.0,corto plazo,2,1,3,2,s,3
51,2593.0336459228947,1370.8558560298409,0.0,corto plazo,1,3,1,3,n,3
24,1563.734304648162,1563.734304648162,223.0718633454761,medio plazo,2,3,1,2,s,5
28,2954.114094260581,2327.766630005399,0.0,corto plazo,2,3,1,2,s,5
32,2961.5049927890136,1430.7387996027364,0.0,largo plazo,2,1,1,3,n,4
24,1316.0670059403624,100.0,364.9806174110197,medio plazo,3,3,2,3,s,4
62,1528.9281126964463,950.5473360618898,0.0,medio plazo,3,1,1,4,n,4
24,903.1267053777128,100.0,0.0,largo plazo,1,2,2,3,s,4
63,2872.209449207156,1832.3947800962671,0.0,medio plazo,1,3,2,1,s,3
53,2307.345091040825,2307.345091040825,0.0,medio plazo,2,1,2,4,n,3
43,3745.915005624048,2289.7405920399124,0.0,corto plazo,1,2,2,4,s,4
38,2116.620475933858,1239.7582048465874,1367.303467291974,largo plazo,1,3,2,2,s,3
32,3630.4021151559127,1310.6643931311492,0.0,medio plazo,2,1,1,1,s,3
31,1824.1400923042004,1824.1400923042004,0.0,medio plazo,1,1,1,3,n,3
61,2910.7159115610143,2910.7159115610143,0.0,corto plazo,3,1,3,2,n,2
45,1832.0222741444952,847.5877465512536,0.0,largo plazo,3,3,1,4,n,5
40,2052.0145487072896,577.4036804379534,0.0,medio plazo,3,3,3,2,s,4
46,1640.5978523217657,1640.5978523217657,0.0,largo plazo,3,1,2,3,s,5
64,1378.7940816327528,388.5540863806307,940.9056915733048,medio plazo,2,2,2,1,s,2
62,1344.2778788249288,100.0,0.0,corto plazo,2,3,1,3,s,3
55,2679.62370529801,1248.4921934744475,0.0,largo plazo,3,3,3,2,s,4
34,1193.4585062069093,100.0,0.0,medio plazo,1,3,1,2,n,3
27,2748.237163795876,2748.237163795876,0.0,medio plazo,1,3,2,2,n,3
61,1640.5978523217657,1640.5978523217657,0.0,largo plazo,1,1,3,3,s,3
21,1319.3830799920386,613.1642606654382,0.0,medio plazo,1,3,3,3,n,3
31,2681.5961241524024,1910.592292646258,0.0,largo plazo,3,1,2,1,s,4
62,2560.8286071110188,1289.859558508368,0.0,medio plazo,1,1,3,4,n,2
23,2743.452849511323,1925.7118847845056,0.0,medio plazo,2,2,3,3,s,4
47,947.79614979192,947.79614979192,0.0,largo plazo,2,1,2,4,n,4
18,1589.1677998058865,1055.4130567053958,1422.936270902282,corto plazo,2,3,3,2,n,2
22,3522.18208671564,2086.102970022472,380.4243331536468,corto plazo,3,3,2,2,s,4
67,2432.001332420597,1610.382547965459,0.0,largo plazo,3,3,1,1,n,3
56,1082.132644815236,100.0,380.4243331536468,largo plazo,2,3,2,2,n,2
53,1388.5947625506042,720.4561560798179,0.0,medio plazo,3,2,2,3,n,4
30,5381.167877002177,4479.278414921992,0.0,largo plazo,1,2,3,1,n,2
53,4105.3466466367045,4105.3466466367045,0.0,largo plazo,1,2,2,3,n,3
20,871.9616876549774,100.0,0.0,corto plazo,2,1,3,3,n,2
50,6516.110462355664,5147.0076317494495,0.0,medio plazo,2,1,3,4,s,4
22,2380.882681804661,647.5141892990912,0.0,corto plazo,1,1,1,4,s,4
43,1542.4024005051542,1542.4024005051542,0.0,medio plazo,2,3,2,4,s,5
63,863.615655926777,358.41976681503945,0.0,corto plazo,1,2,3,4,n,2
22,1431.0663894869483,393.7776914563467,553.5921521115001,largo plazo,1,1,3,2,n,2
53,1324.1152919713786,100.0,273.3891477869211,corto plazo,1,1,3,1,s,1
22,2970.1525359726643,2970.1525359726643,0.0,medio plazo,3,2,3,4,s,5
39,2078.3028411876703,1409.5365097985934,0.0,corto plazo,1,2,2,3,n,3
57,2260.174382742357,2260.174382742357,0.0,corto plazo,2,1,3,1,n,1
23,1729.0871439035568,1729.0871439035568,0.0,corto plazo,3,2,3,3,n,3
43,2403.5958091240427,1566.673962339454,960.306854705049,largo plazo,1,2,3,4,s,3
37,1390.5834737073092,1390.5834737073092,0.0,corto plazo,3,1,1,1,s,3
41,2470.2527263946167,333.5466408868979,0.0,corto plazo,1,1,2,3,n,2
53,1768.056199614624,687.7614547302217,0.0,largo plazo,3,2,1,1,n,3
46,2588.4092049889205,1618.6701344790151,0.0,medio plazo,3,2,2,1,n,3
33,1837.5195311886675,392.2744894762195,0.0,corto plazo,3,1,1,3,n,3
41,2696.0609186085176,1231.3133700105836,868.2119763914,largo plazo,2,3,2,1,s,3
57,1768.056199614624,1768.056199614624,0.0,medio plazo,1,3,2,4,s,4
57,1951.0358247378135,695.3699606752277,0.0,corto plazo,2,1,3,2,s,3
66,1965.952352775856,1434.4309708492992,0.0,medio plazo,3,1,3,3,s,3
27,2152.985962670436,2152.985962670436,0.0,corto plazo,3,3,3,2,s,4
47,946.1612430764608,946.1612430764608,0.0,corto plazo,2,1,1,2,s,4
44,1183.9279847992009,1183.9279847992009,520.9972003262014,medio plazo,1,3,1,3,n,3
42,4844.251229705032,3725.962185299727,207.76517297921208,medio plazo,1,3,2,1,n,2
55,1387.2810768757977,812.5191377847607,0.0,largo plazo,3,3,2,3,s,5
67,6206.7891828417705,5528.962058117932,0.0,medio plazo,3,1,2,4,n,3
35,1733.0853050119952,735.5934952765795,0.0,medio plazo,1,2,2,1,n,2
60,2708.171854564237,1401.9970432443506,0.0,corto plazo,1,3,2,2,s,3
63,2140.412645685583,911.274731895278,1252.9899636943392,medio plazo,3,1,3,2,s,2
25,1515.5152616880123,483.89688866963206,0.0,corto plazo,3,2,1,2,s,5
33,2465.235652492573,1333.8848975617002,0.0,medio plazo,2,2,2,4,n,4
25,896.569026204572,100.0,0.0,corto plazo,3,3,3,1,s,3
45,964.1902402236964,100.0,0.0,medio plazo,1,3,2,4,n,3
45,889.8288052947657,100.0,1117.722243650218,corto plazo,1,1,2,3,s,2
36,2131.5520967798698,1341.1559872003138,0.0,largo plazo,1,1,1,3,n,3
35,2491.705794188727,1056.7459921792304,364.9806174110197,corto plazo,2,2,1,4,n,3
31,1568.4283809593298,100.0,564.9424279473666,medio plazo,1,2,3,1,n,1
63,2330.688575404284,1240.8148741849843,0.0,medio plazo,1,1,2,4,s,4
22,1837.7508738690592,719.0403354925622,0.0,corto plazo,1,3,3,1,s,3
64,1078.96454023349,1078.96454023349,0.0,largo plazo,2,2,2,3,s,4
24,1114.087358455699,100.0,515.5383769293853,largo plazo,3,2,3,4,n,2
38,1446.0904850668364,512.0218878095094,577.0374932725263,largo plazo,2,3,1,1,n,3
29,2371.4634374664806,100.0,0.0,medio plazo,3,1,1,3,s,4
55,824.6173524501684,100.0,0.0,largo plazo,2,3,2,2,s,4
22,1725.4039033872432,281.6685753997483,0.0,corto plazo,1,2,2,1,s,2
57,2659.1611326887064,1976.8366075297708,0.0,corto plazo,1,3,3,2,n,2
67,2311.572435770204,2311.572435770204,0.0,corto plazo,1,2,1,3,n,3
61,1001.6781057655857,155.94854751989465,354.48004616712046,largo plazo,3,1,2,4,s,3
54,2090.776929527142,100.0,0.0,medio plazo,3,1,3,2,n,2
50,2627.012788304516,1863.1340456707885,485.8659818151479,medio plazo,1,3,3,3,n,3
23,2535.5281224469736,1430.812856644299,1188.3761640982807,largo plazo,1,1,2,3,s,3
33,2565.3983716255934,1158.657785109399,0.0,medio plazo,2,2,2,1,s,3
43,2511.8357056012865,1382.5321608338854,888.5059667908188,medio plazo,3,1,2,2,s,3
59,1749.9999873943734,620.616639107689,0.0,largo plazo,2,2,3,3,n,3
65,2485.693562361612,1058.191903099826,0.0,corto plazo,1,2,3,2,n,2
58,4069.393376426132,3038.8364548156032,0.0,largo plazo,2,2,1,1,s,3
68,2520.2008661071213,1838.4444704807668,0.0,corto plazo,3,3,1,3,s,5
27,2433.0741180805758,1559.9226177215808,564.0356288216271,corto plazo,2,3,3,2,s,3
59,1732.6633633373513,594.5343641110817,0.0,largo plazo,1,1,3,4,s,3
41,4495.838029043139,3245.0483327772004,1208.1194495383884,largo plazo,2,2,3,1,s,2
55,1154.954665471579,290.29685117827603,0.0,medio plazo,1,3,2,1,n,2
35,1344.875352734255,410.80675547692806,0.0,medio plazo,1,3,2,4,n,4
33,1609.403793272409,594.3826001503871,666.5464779069007,largo plazo,2,1,1,1,s,3
35,1043.6074043706196,1043.6074043706196,1128.0758096329089,largo plazo,1,1,3,4,s,3
63,1779.060566095261,1779.060566095261,316.02929765491245,medio plazo,3,1,1,2,n,3
32,2807.959405411883,1746.0925780960974,891.6538643258201,corto plazo,2,3,2,2,s,4
68,1992.170911772789,602.0505736323983,0.0,corto plazo,1,1,2,3,s,3
47,1238.9488160473056,1238.9488160473056,0.0,largo plazo,3,3,1,3,s,5
29,1918.788664211371,1296.6417555588637,0.0,medio plazo,2,3,3,4,n,4
62,3136.707754226652,1985.895638257727,684.8719905727921,medio plazo,3,2,3,4,s,3
64,943.73873442186,100.0,802.401917507915,medio plazo,1,3,3,4,s,2
31,2373.6491817602005,1133.140458708749,0.0,largo plazo,2,2,3,2,s,4
20,2131.1583528924307,1520.88804620785,393.19916309250505,medio plazo,2,2,3,4,s,4
43,7506.416151719796,6407.857993983426,1040.2180974704677,medio plazo,1,3,1,4,n,4
39,2392.317173641136,2392.317173641136,0.0,largo plazo,3,2,3,2,n,3
45,1251.8942063882023,1251.8942063882023,391.6000987398584,medio plazo,3,2,3,2,n,2
67,2553.18800865214,1340.986734136577,0.0,largo plazo,3,1,2,3,n,3
67,2094.6917761472205,2094.6917761472205,1463.0645798611338,largo plazo,3,2,3,1,n,1
33,2363.819469344456,2363.819469344456,0.0,corto plazo,3,2,1,2,n,4
36,1783.9428293020194,874.5416999898553,1272.2620790376454,largo plazo,3,3,1,1,n,3
21,1093.3211638495077,223.29504876179988,603.5720602385263,corto plazo,2,3,2,1,s,2
21,1415.4005063005463,100.0,0.0,medio plazo,3,2,2,2,s,4
57,1205.3019506034998,100.0,0.0,largo plazo,2,1,3,2,s,2
48,2152.907802165928,2152.907802165928,0.0,largo plazo,1,2,2,2,n,3
34,2327.282480505387,1587.2520188210478,0.0,corto plazo,2,3,2,2,n,3
58,2599.0906167655658,1441.7359887449363,0.0,corto plazo,3,2,2,2,s,4
20,3522.18208671564,2288.717318031149,0.0,corto plazo,1,3,2,2,s,4
43,856.9041306008953,100.0,0.0,medio plazo,2,1,2,1,s,2
62,1762.1205335814802,100.0,0.0,largo plazo,1,3,1,1,s,3
51,7773.068465640183,7773.068465640183,739.4989969770902,corto plazo,1,1,2,2,n,2
54,1779.3804659424363,1101.553341218597,0.0,corto plazo,2,1,3,4,s,3
60,2954.114094260581,2046.5670316289893,1248.229649784562,largo plazo,2,1,3,4,s,3
49,4581.762765487877,3643.38085759965,0.0,largo plazo,2,1,3,1,s,3
21,884.7172652617152,100.0,0.0,corto plazo,2,2,1,2,s,4
41,7361.382848162454,7361.382848162454,0.0,medio plazo,2,2,1,2,n,3
67,2812.510032805155,1464.1988878382567,0.0,corto plazo,3,2,3,3,n,3
41,1280.1473738516318,161.15842296230244,0.0,largo plazo,3,3,3,3,s,4
69,2423.348469414116,203.7681327931682,0.0,largo plazo,1,2,3,1,n,1
23,1923.28475005376,580.8522825197238,1040.2180974704677,corto plazo,2,1,3,2,n,2
61,2008.341620704772,508.5352475316192,0.0,medio plazo,3,2,1,1,s,3
62,1646.5851813653044,664.1824375212906,0.0,medio plazo,1,3,2,3,n,3
37,1169.0354498336487,100.0,641.8477534094723,medio plazo,3,2,1,3,s,3
60,2027.774569612648,1069.977510246144,0.0,corto plazo,3,3,3,1,n,2
59,2706.4632075317786,2706.4632075317786,0.0,corto plazo,1,1,1,1,n,2
64,1197.3003704835082,151.97638386061635,1286.6019378119822,corto plazo,2,3,3,3,s,2
63,2325.3944395842263,1369.1910218010855,0.0,largo plazo,2,3,1,1,n,3
18,1590.2341102185055,282.80539564324954,415.4443216287688,corto plazo,1,3,2,2,n,2
53,2617.637681594484,1971.5704273726972,0.0,largo plazo,2,3,1,3,n,4
63,896.569026204572,896.569026204572,0.0,corto plazo,1,2,2,3,s,3
21,2595.947915345919,1516.4929966238742,0.0,corto plazo,3,3,3,4,s,5
44,982.8736338878,100.0,752.1761919347038,corto plazo,1,3,1,3,s,3
29,7361.382848162454,6327.830367906683,0.0,corto plazo,3,2,2,2,s,4
65,2158.56265617219,1221.7404656951735,0.0,corto plazo,2,2,3,2,s,3
35,2459.362072054236,1074.684498877048,1412.256121783855,largo plazo,1,2,1,3,n,3
57,5154.950727257987,4440.476711095304,0.0,largo plazo,3,2,3,1,n,2
28,2169.5791430220515,733.5000263288844,0.0,medio plazo,2,1,3,4,s,4
60,3745.915005624048,3745.915005624048,0.0,corto plazo,3,1,2,2,s,3
19,2656.12900935585,1621.3972752232012,0.0,largo plazo,3,1,3,4,n,4
20,2677.78145351473,1693.3469259214885,731.9378853299136,corto plazo,1,2,3,2,s,3
55,2769.318343129883,1154.2771384931634,470.94877112731234,corto plazo,1,2,1,4,n,3
39,2498.946357076813,1416.770069905588,0.0,largo plazo,3,1,2,2,s,4
69,1751.351912744723,935.2053843284314,0.0,medio plazo,3,2,3,4,n,3
49,1589.1677998058865,1061.5082033021786,0.0,corto plazo,1,2,3,4,s,3
32,1474.50899929346,1474.50899929346,0.0,corto plazo,2,1,3,3,s,3
53,2858.216923649796,1179.6638374810766,0.0,corto plazo,1,3,2,2,s,4
54,1993.7644247418448,504.0741729553745,251.63036538734892,largo plazo,2,2,2,1,n,2
67,2905.474176818522,1694.7343176634718,0.0,corto plazo,2,3,1,1,n,2
51,2166.564875560164,2166.564875560164,354.48004616712046,largo plazo,1,1,2,4,s,4
63,3125.323292402239,2384.1300281413687,0.0,largo plazo,2,2,1,1,n,3
20,2145.035914699478,1040.3206488968033,1280.1548452148568,corto plazo,1,3,3,1,n,1
48,1640.5978523217657,1640.5978523217657,663.7841998097738,corto plazo,3,3,3,2,s,3
37,1100.058236964288,123.6790221296701,0.0,corto plazo,1,3,3,3,s,3
28,2094.6917761472205,2094.6917761472205,0.0,medio plazo,1,1,3,2,s,3
26,1410.945447391087,100.0,682.5460777920438,medio plazo,2,2,3,3,n,2
39,863.7027015622533,100.0,525.5263483556029,largo plazo,2,2,3,2,s,2
20,1588.0951873640438,100.0,0.0,medio plazo,2,3,1,2,s,4
65,2253.94755443586,1683.9292399837957,0.0,largo plazo,3,2,3,2,s,4
31,2805.1535199032623,1489.6547559139262,472.275724173068,medio plazo,1,3,1,4,n,4
69,2173.3909661667617,1483.3624031087463,1186.336289515912,largo plazo,2,3,3,2,s,3
29,987.8483847883026,100.0,1341.5500387610518,corto plazo,2,2,3,3,n,2
19,876.9119418792884,876.9119418792884,0.0,corto plazo,3,3,2,2,n,4
54,1708.6777829397065,1085.77411588736,0.0,medio plazo,2,1,1,2,s,4
65,820.4702335494675,100.0,0.0,medio plazo,3,3,1,2,n,3
27,1125.0405283929322,100.0,0.0,medio plazo,1,3,1,3,n,3
69,1275.5852103342393,236.4291259535701,761.2520263559308,corto plazo,2,2,3,4,s,2
25,2908.2116058498964,2392.8687275232687,1252.9899636943392,corto plazo,2,1,1,1,s,2
63,6516.110462355664,5843.983791423695,0.0,largo plazo,3,2,3,4,n,3
51,1739.0182323273884,395.4964230022938,0.0,medio plazo,3,3,3,2,n,3
35,1992.116874969153,530.4831060050744,0.0,corto plazo,2,2,2,4,s,4
51,1102.2592551714697,587.2846045353432,0.0,corto plazo,1,3,3,3,s,3
21,1046.338622640409,266.6542048663788,0.0,largo plazo,2,3,3,4,s,5
33,2568.0718470872034,1614.0781148750573,0.0,corto plazo,2,2,2,2,s,4
62,2913.2488708217884,1801.88032711662,0.0,largo plazo,2,1,2,3,n,3
39,1760.662612194194,370.5463789340172,987.6551859179644,largo plazo,1,2,1,1,n,2
59,881.1519305437658,100.0,0.0,medio plazo,1,1,2,4,s,3
68,2997.8501686488453,1620.433482166147,0.0,medio plazo,1,2,3,1,s,2
32,1012.6665404046672,171.55749570660942,0.0,corto plazo,3,3,3,3,n,3
33,2553.97137837013,1633.322575757094,0.0,largo plazo,3,2,3,3,n,4
59,2515.590744567554,1759.3271382064022,0.0,corto plazo,2,1,1,4,s,4
28,1504.740578514417,586.1743029938336,480.9611331537876,medio plazo,2,2,1,1,n,2
53,2719.589621736744,2719.589621736744,0.0,largo plazo,3,3,3,2,s,4
28,1771.5258360447017,1204.8545556008112,0.0,medio plazo,3,2,3,2,s,4
55,2505.338825742974,1360.847100079047,0.0,corto plazo,2,2,3,1,n,1
33,1756.021999952837,100.0,0.0,largo plazo,3,3,2,2,s,4
59,4872.753670463795,4228.627327213467,0.0,medio plazo,2,1,1,4,s,4
35,1268.5749528911367,100.0,0.0,corto plazo,2,1,3,1,s,1
20,1735.0640127464812,354.8419350903587,0.0,largo plazo,1,2,2,3,s,4
37,1248.510661348338,1248.510661348338,0.0,largo plazo,3,2,3,4,n,4
47,2673.3872775643213,1983.358714506306,0.0,largo plazo,2,2,3,1,s,3
31,2257.2298190215224,404.1033439835133,0.0,largo plazo,1,2,2,2,n,3
31,2898.051276661681,2038.8900803978868,0.0,medio plazo,2,3,2,4,s,5
57,981.24297618305,100.0,0.0,largo plazo,2,3,2,1,s,3
29,1821.3652822966708,390.49482422118285,0.0,corto plazo,2,2,1,4,s,5
38,1581.2273852788553,662.2632178873394,0.0,corto plazo,2,3,1,3,s,5
47,7474.49962965068,6231.126550844658,1216.4855442507217,corto plazo,2,3,3,4,s,4
37,2576.2709884890246,1229.342574070395,0.0,medio plazo,3,1,1,1,s,3
58,2794.04655360956,1447.11813919093,0.0,largo plazo,1,2,2,3,n,3
53,2597.662532124555,1115.4574437082802,1077.5022946477088,corto plazo,2,2,2,1,n,1
45,2857.584031454768,1777.2892865703654,992.6267969107424,medio plazo,2,3,2,2,n,3
26,6080.236728834751,5290.786300034431,0.0,largo plazo,3,2,1,2,s,5
44,1324.7999519706225,268.7832441256412,0.0,medio plazo,2,2,3,3,s,3
38,2620.606892050486,2620.606892050486,0.0,medio plazo,1,3,3,3,s,4
31,964.056879941254,964.056879941254,0.0,medio plazo,1,1,2,3,n,3
61,1234.214071579358,1234.214071579358,0.0,medio plazo,2,3,2,2,s,4
28,1564.9790631115038,100.0,317.58661812334424,medio plazo,2,2,3,1,s,2
35,930.5203726867156,930.5203726867156,1434.8132925621985,corto plazo,2,3,2,4,n,3
65,2725.835236309711,1989.489026342388,0.0,corto plazo,2,1,2,1,n,2
38,2788.3941888999325,2047.200924639062,0.0,corto plazo,1,2,1,3,n,3
69,1037.511332913332,100.0,0.0,largo plazo,3,3,2,4,n,3
59,2670.0919176883654,1564.7059073421055,1008.613073239795,corto plazo,2,3,1,2,s,3
58,1533.8107797681937,100.0,0.0,largo plazo,3,2,1,3,s,4
18,2942.697082379594,1075.8160744472973,0.0,medio plazo,1,3,2,4,n,4
69,1381.4062710069102,397.41346854922745,0.0,corto plazo,3,2,2,4,s,4
46,1178.235751667707,100.0,0.0,corto plazo,1,1,2,2,s,2
50,2733.6544853639016,2733.6544853639016,0.0,corto plazo,2,2,2,3,s,4
51,2821.405440529664,2017.56581979214,1347.384417745615,medio plazo,1,2,2,2,n,2
53,2548.6164705250235,1461.301465868518,978.7887899250042,largo plazo,1,1,2,4,n,3
61,1740.870601345984,872.7361137962669,0.0,medio plazo,2,1,2,1,n,2
62,3757.9041790077854,2655.753064302776,311.6405985724612,corto plazo,3,3,3,4,s,4
66,2004.656728492827,2004.656728492827,0.0,medio plazo,3,1,3,1,n,2
68,6867.556697984557,5778.45785107478,1367.303467291974,medio plazo,3,1,3,1,s,2
28,2969.28686036259,2969.28686036259,0.0,corto plazo,1,2,2,2,s,4
50,872.3040795541804,872.3040795541804,0.0,medio plazo,3,3,1,3,s,5
27,3569.466808696314,2347.011802032688,0.0,largo plazo,3,1,1,2,s,5
68,1999.4774604488975,1251.2966024848756,0.0,corto plazo,1,3,2,2,n,3
43,2761.873990192741,363.696982711237,0.0,largo plazo,3,1,1,2,s,4
60,1353.4497882263931,663.1154827885822,601.0496784536244,corto plazo,2,2,2,4,n,2
57,5381.167877002177,4033.398122502424,240.10207844290616,corto plazo,3,3,3,2,s,3
48,2319.1287502279047,2319.1287502279047,0.0,largo plazo,2,2,1,3,n,4
28,1821.3652822966708,929.6021691527652,0.0,medio plazo,2,1,2,4,s,5
65,6687.730028590346,4463.625225468581,0.0,corto plazo,1,2,1,4,n,3
47,2743.248806631711,2090.698750574393,0.0,corto plazo,1,1,3,1,s,2
62,2683.5779477180213,1935.397089753999,890.4922461094717,medio plazo,2,1,1,1,n,2
20,1717.012556726762,1012.9902421493892,0.0,medio plazo,3,2,1,3,s,5
37,2128.3181912582286,2128.3181912582286,764.2139526459529,medio plazo,1,2,1,2,s,3
48,1783.32950991799,922.2644942376644,816.9596957293095,corto plazo,1,3,3,3,n,2
55,2812.7940354211487,1282.0278422348715,0.0,corto plazo,2,1,3,1,s,2
32,1528.9281126964463,780.747254732424,0.0,corto plazo,3,2,1,2,n,4
42,1900.6815136573207,933.867990231873,0.0,largo plazo,1,1,3,2,n,2
31,1776.5501249685049,514.1770419584905,0.0,medio plazo,2,2,1,4,n,4
30,2901.374805743517,2901.374805743517,0.0,corto plazo,1,2,2,2,n,3
28,2431.909352023179,1472.4321213754888,0.0,largo plazo,1,3,2,2,s,5
35,2655.405382759054,2655.405382759054,380.3927722338764,medio plazo,2,3,1,4,s,5
36,2603.347867792234,2603.347867792234,0.0,largo plazo,2,3,3,3,s,4
63,1303.89311056679,1303.89311056679,0.0,largo plazo,3,3,3,3,s,4
65,2754.4577603047765,1412.0252927707402,0.0,largo plazo,2,3,3,2,s,4
46,946.2091594102658,389.84978321752976,0.0,corto plazo,1,3,2,4,s,4
