isin,fund_name,category,fund_type,risk_rating,performance_rating,investment_strategy,dividend_frequency,roe,asset_stock,asset_bond,country_exposure,ongoing_cost,management_fees,nav_per_share_currency,nav_per_share,latest_nav_date,fund_trailing_return_ytd,fund_trailing_return_3years,fund_trailing_return_5years,fund_trailing_return_10years,long_term_projected_earnings_growth,historical_earnings_growth
IE00BYPGTJ26,WisdomTree UK Equity Income UCITS ETF,UK Equity Income,equity,4.0,2.0,"The WisdomTree UK Equity Income UCITS ETF seeks to track the price and yield performance, before fees and expenses, of the WisdomTree UK Equity Income Index.",Annually,16.22,100.0,0.0,"GBR: 99.43, USA: 0.57",0.29,0.29,GBX,411.75,2020-11-13,-23.56,-4.44,0.76,,7.29,-5.34
IE00BX7RQY03,UBS (Irl) ETF plc - Factor MSCI USA Low Volatility UCITS ETF (USD) A-dis,US Large-Cap Blend Equity,equity,1.0,3.0,The UBS (Irl) ETF plc  Factor MSCI USA Low Volatility UCITS ETF sub-fund is an exchange traded fund incorporated in Ireland. The objective of the fund is to deliver the performance of the MSCI USA Select Dynamic 50% Risk Weighted Total Return Net and allow intraday trading.,Acc,22.31,99.74,0.0,"USA: 96.8, CHE: 1.65, GBR: 0.91, CAN: 0.65",0.25,0.25,USD,24.33,2020-11-13,2.77,10.01,14.01,,8.08,10.34
IE00BX7RR706,UBS (Irl) ETF plc - Factor MSCI USA Prime Value UCITS ETF (USD) A-dis,US Large-Cap Blend Equity,equity,4.0,2.0,The UBS (Irl) ETF plc  Factor MSCI USA Prime Value UCITS ETF sub-fund is an exchange traded fund incorporated in Ireland. The objective of the fund is to deliver the performance of the MSCI USA Prime Value Total Return Net and allow intraday trading.,Acc,16.92,99.7,0.0,"USA: 97.6, CHE: 1.99, SGP: 0.24, SWE: 0.17",0.25,0.25,USD,23.63,2020-11-13,2.1,8.16,13.1,,7.54,5.84
IE00BX7RQY03,UBS (Irl) ETF plc - Factor MSCI USA Low Volatility UCITS ETF (USD) A-dis,US Large-Cap Blend Equity,equity,1.0,3.0,The UBS (Irl) ETF plc  Factor MSCI USA Low Volatility UCITS ETF sub-fund is an exchange traded fund incorporated in Ireland. The objective of the fund is to deliver the performance of the MSCI USA Select Dynamic 50% Risk Weighted Total Return Net and allow intraday trading.,Annually,22.31,99.74,0.0,"USA: 96.8, CHE: 1.65, GBR: 0.91, CAN: 0.65",0.25,0.25,CHF,22.33,2020-11-13,3.23,12.04,14.94,,8.08,10.34
IE00BX7RR706,UBS (Irl) ETF plc - Factor MSCI USA Prime Value UCITS ETF (USD) A-dis,US Large-Cap Blend Equity,equity,4.0,2.0,The UBS (Irl) ETF plc  Factor MSCI USA Prime Value UCITS ETF sub-fund is an exchange traded fund incorporated in Ireland. The objective of the fund is to deliver the performance of the MSCI USA Prime Value Total Return Net and allow intraday trading.,Annually,16.92,99.7,0.0,"USA: 97.6, CHE: 1.99, SGP: 0.24, SWE: 0.17",0.25,0.25,CHF,21.56,2020-11-13,1.22,9.33,14.27,,7.54,5.84
IE00BX7RRJ27,UBS (Irl) ETF plc - Factor MSCI USA Quality UCITS ETF (USD) A-dis,US Large-Cap Blend Equity,equity,2.0,5.0,The UBS (Irl) ETF plc  Factor MSCI USA Quality UCITS ETF sub-fund is an exchange traded fund incorporated in Ireland. The objective of the fund is to deliver the performance of the MSCI USA Quality Total Return Net and allow intraday trading.,Annually,38.14,99.72,0.0,"USA: 99.66, CHE: 0.18, SGP: 0.16",0.25,0.25,CHF,29.98,2020-11-13,17.92,17.88,19.23,,9.45,17.96
LU1215454460,UBS ETF - Factor MSCI EMU Low Volatility UCITS ETF (EUR) A-dis,Eurozone Large-Cap Equity,equity,1.0,4.0,The UBS ETF  Factor MSCI EMU Low Volatility UCITS ETF sub-fund is an exchange traded fund incorporated in Luxembourg. The objective of the fund is to deliver the performance of the MSCI EMU Select Dynamic 50% Risk Weighted Total Return Net and allow intraday trading.,Acc,12.53,99.63,0.0,"FRA: 30.24, DEU: 24.38, NLD: 13.17, ESP: 9.51, ITA: 6.54, BEL: 6.49, FIN: 4.21, GBR: 2.31, PRT: 1.72, USA: 1.42",0.3,0.28,EUR,14.46,2020-11-13,-3.66,2.18,8.82,,7.29,0.85
LU1215452928,UBS ETF - Factor MSCI EMU Prime Value UCITS ETF (EUR) A-dis,Eurozone Large-Cap Equity,equity,4.0,4.0,The UBS ETF  Factor MSCI EMU Prime Value UCITS ETF sub-fund is an exchange traded fund incorporated in Luxembourg. The objective of the fund is to deliver the performance of the MSCI EMU Prime Value Total Return Net and allow intraday trading.,Acc,6.69,99.71,0.0,"FRA: 30.13, DEU: 27.07, ESP: 11.16, ITA: 10.35, NLD: 8.58, FIN: 4.93, USA: 2.7, BEL: 1.55, GBR: 1.29, AUT: 1.04, SGP: 0.92, PRT: 0.28",0.31,0.28,EUR,15.54,2020-11-13,1.4,-0.53,9.8,,9.38,2.26
LU1215451524,UBS ETF - Factor MSCI EMU Quality UCITS ETF (EUR) A-dis,Eurozone Large-Cap Equity,equity,2.0,5.0,The UBS ETF  Factor MSCI EMU Quality UCITS ETF sub-fund is an exchange traded fund incorporated in Luxembourg. The objective of the fund is to deliver the performance of the MSCI EMU Quality Total Return Net and allow intraday trading.,Acc,18.13,99.76,0.0,"FRA: 26.83, DEU: 25.37, NLD: 19.4, FIN: 10.28, ESP: 8.17, ITA: 5.14, GBR: 2.4, USA: 1.5, BEL: 0.63, PRT: 0.27",0.29,0.28,EUR,21.37,2020-11-13,9.01,5.64,13.02,,7.94,6.34
GB00B15KY989,WisdomTree Broad Commodities,Commodities - Broad Basket,equity,3.14,3.18,"WisdomTree All Commodities (1684) is designed to enable investors to gain an exposure to a total return investment in a basket of commodity futures by tracking the Bloomberg Commodity IndexSM plus a collateral return. 1684 is an Exchange Traded Commodity (""ETC"") that can be created and redeemed on demand (by Authorised Participants). It trades on exchanges just like an equity and its pricing and tracking operates similarly to an Exchange Traded Fund. The ETC is backed by contracts (fully funded swaps) with counterparties whose payment obligations are backed by collateral which is marked to market daily. The collateral is held in pledge accounts at The Bank of New York Mellon.",Acc,-10.9,67.87,0.0,"CAN: 45.26, USA: 31.96, IND: 5.9, CHN: 5.37, PHL: 5.0, DNK: 4.07, THA: 2.44",0.99,0.49,USD,7.64,2020-11-13,-7.96,-4.85,1.05,-5.12,6.02,21.25
GB00B15KY989,WisdomTree Broad Commodities,Commodities - Broad Basket,equity,3.14,3.18,"WisdomTree All Commodities (1684) is designed to enable investors to gain an exposure to a total return investment in a basket of commodity futures by tracking the Bloomberg Commodity IndexSM plus a collateral return. 1684 is an Exchange Traded Commodity (""ETC"") that can be created and redeemed on demand (by Authorised Participants). It trades on exchanges just like an equity and its pricing and tracking operates similarly to an Exchange Traded Fund. The ETC is backed by contracts (fully funded swaps) with counterparties whose payment obligations are backed by collateral which is marked to market daily. The collateral is held in pledge accounts at The Bank of New York Mellon.",Acc,-10.9,67.87,0.0,"CAN: 45.26, USA: 31.96, IND: 5.9, CHN: 5.37, PHL: 5.0, DNK: 4.07, THA: 2.44",0.99,0.49,EUR,6.46,2020-11-13,-8.19,-4.86,1.03,-5.12,6.02,21.25
FR0010717090,Amundi ETF MSCI EMU High Dividend UCITS ETF,Eurozone Large-Cap Equity,equity,3.0,4.0,"The investment seeks to track the price and yield performance, before fees and expenses, of the MSCI EMU High Dividend Yield strategy index. The index is an equity index calculated and published by the international index provider MSCI Inc. The equities making up the index are drawn from the leading securities traded in the markets of 11 countries within the European Economic and Monetary Union and paying the highest dividends in their respective country.",Acc,12.47,100.0,0.0,"ESP: 19.49, FRA: 19.12, DEU: 14.1, ITA: 12.75, NLD: 12.59, FIN: 12.13, USA: 5.39, PRT: 2.89, GBR: 1.54",0.3,0.3,EUR,115.54,2020-11-13,-2.94,2.36,9.28,6.9,11.75,1.07
FR0010821819,Amundi ETF MSCI Europe ex EMU UCITS ETF,Europe Large-Cap Blend Equity,equity,1.0,4.0,"The investment seeks to track the price and yield performance, before fees and expenses, of the MSCI Europe ex EMU index. The index is an equity index calculated and published by the international index provider MSCI Inc. (MSCI). The equities that make up the MSCI Europe ex EMU Index are drawn from the leading securities traded in the markets of 5 European countries other than those of the European Economic and Monetary Union.",Acc,19.32,99.69,0.0,"GBR: 41.88, CHE: 35.07, SWE: 10.52, DNK: 8.66, NOR: 1.83, USA: 1.42, FIN: 0.62",0.3,0.3,EUR,243.08,2020-11-13,-3.02,2.97,7.6,6.73,7.28,-1.46
FR0010655712,Amundi ETF DAX UCITS ETF DR,Germany Equity,equity,2.0,4.0,"The investment seeks to track the price and yield performance, before fees and expense, of the MSCI Germany index. The index is comprised of equities that are drawn from the leading securities traded in the German market.",Acc,16.04,100.0,0.0,"DEU: 99.5, USA: 0.5",0.1,0.1,EUR,237.85,2020-11-13,5.15,0.12,8.75,7.18,9.13,11.67
IE00B4WPHX27,L&G Longer Dated All Commodities UCITS ETF,Commodities - Broad Basket,equity,4.22,3.77,"The Fund is designed to track the performance of the Bloomberg Commodity Index 3 Month Forward Total Return (the ""Underlying Index""). The Fund is an Exchange Traded Fund (""ETF"") which is tradable by investors on stock exchanges intraday and can be created and redeemed directly with the Issuer by authorised participants. The Fund is authorised and regulated as a UCITS and is eligible for investment by other UCITS. The Fund gains exposure to the performance of the Underlying Index through swaps entered into with multiple swap counterparties participating on the UCITS ETF platform. Any exposure to the swap counterparties is collateralised on a daily basis. Details of the collateral held is available at: www. etfsecurities. com .",Acc,-10.48,67.69,0.0,"CAN: 44.72, USA: 32.29, IND: 5.75, CHN: 5.38, PHL: 5.26, DNK: 4.04, THA: 2.57",0.30117,0.3,CHF,12.63,2020-11-13,-3.59,-1.55,3.48,,6.02,21.25
FR0010655761,Amundi ETF MSCI UK UCITS ETF,UK Large-Cap Equity,equity,2.0,2.0,"The funds objective is to track as closely as possible the MSCI UK index (see section Benchmark index), whether the MSCI UK index rises or falls. The Fund is managed so as to achieve a gap between changes in its NAV and changes in the value of the MSCI UK index (referred to below as the MSCI UK Index) as small as possible. The target for maximum tracking error between changes in the Funds NAV and those in the MSCI UK Index is 2%. If the tracking error exceeds 2%, the aim would nevertheless be to remain below 10% of the volatility shown by the MSCI UK Index.",Acc,12.63,99.3,0.0,"GBR: 95.33, USA: 3.24, CHE: 1.44",0.25,0.25,EUR,170.04,2020-11-13,-15.31,-2.48,3.74,4.08,6.45,-6.14
FR0010756114,Amundi ETF MSCI World ex EMU UCITS ETF,Global Large-Cap Blend Equity,equity,3.0,5.0,"The investment seeks to track the price and yield performance, before fees and expenses, of the MSCI World Ex EMU index, net dividends reinvested (Net Return), in Euros, whether the trend is rising or falling. The fund will at all times have at least 60% exposed to a non-French equity market or to the equity markets of a number of countries (one of which may be France).",Acc,22.14,99.97,0.0,"USA: 72.96, JPN: 8.81, GBR: 4.59, CHE: 3.7, CAN: 3.46, AUS: 2.27, SWE: 1.06, HKG: 0.96, DNK: 0.86, SGP: 0.38, CHN: 0.23, ISR: 0.19, NOR: 0.18, BRA: 0.14, NZL: 0.11, FIN: 0.06, MAC: 0.04, PNG: 0.01",0.35,0.35,EUR,335.06,2020-11-13,10.04,9.7,14.25,12.22,8.86,5.25
IE00BFTWP510,SPDR® EURO STOXX Low Volatility UCITS ETF,Eurozone Large-Cap Equity,equity,1.0,4.0,The objective of SPDR Euro Stoxx Low Volatility UCITS ETF is to track the performance of Eurozone equity securities which historically have exhibited low volatility characteristics. It aims to do this by tracking the performance of the EURO STOXX Low Risk Weighted 100 Index as closely as possible.,Acc,15.23,99.66,0.0,"DEU: 27.72, FRA: 19.56, NLD: 17.2, FIN: 8.91, ESP: 8.67, ITA: 8.12, BEL: 4.81, PRT: 2.14, USA: 1.03, AUT: 0.96, GBR: 0.88",0.3,0.3,CHF,42.43,2020-11-13,-1.16,1.49,10.74,,7.9,2.99
IE00B44Z5B48,SPDR® MSCI ACWI UCITS ETF,Global Large-Cap Blend Equity,equity,3.0,4.0,"The objective of the SPDR MSCI ACWI ETF (the ""Fund"") is to track the equity market performance of developed and emerging markets. The investment policy of the Fund is to track the performance of the MSCI ACWI (All Country World Index) Index (or any other index determined by the Directors from time to time to track substantially the same market as the MSCI ACWI (All Country World Index) Index and which is considered by the Directors to be an appropriate index for the Fund to track, in accordance with the Prospectus) (the ""Index"") as closely as possible, while seeking to minimize as far as possible the tracking error between the Funds performance and that of the Index.",Acc,20.47,99.56,0.0,"USA: 58.02, JPN: 7.02, CHN: 5.56, GBR: 3.81, CHE: 2.96, CAN: 2.77, FRA: 2.6, DEU: 2.37, AUS: 1.77, TWN: 1.63, KOR: 1.57, NLD: 1.27, IND: 0.96, HKG: 0.86, SWE: 0.8, DNK: 0.71, BRA: 0.6, ESP: 0.59, ITA: 0.5, ZAF: 0.43, SGP: 0.4, FIN: 0.31, RUS: 0.29, SAU: 0.29, BEL: 0.22, MEX: 0.21, MYS: 0.21, THA: 0.18, IDN: 0.16, NOR: 0.15, ISR: 0.14, NZL: 0.08, QAT: 0.08, PHL: 0.07, POL: 0.06, CHL: 0.05, PRT: 0.04, ARE: 0.03, AUT: 0.03, MAC: 0.03, COL: 0.02, HUN: 0.02, PER: 0.02, TUR: 0.02, CZE: 0.01, EGY: 0.01, GRC: 0.01, LUX: 0.01, PAK: 0.01",0.4,0.4,USD,158.16,2020-11-13,8.95,8.42,14.04,,9.15,4.64
IE00B44Z5B48,SPDR® MSCI ACWI UCITS ETF,Global Large-Cap Blend Equity,equity,3.0,4.0,"The objective of the SPDR MSCI ACWI ETF (the ""Fund"") is to track the equity market performance of developed and emerging markets. The investment policy of the Fund is to track the performance of the MSCI ACWI (All Country World Index) Index (or any other index determined by the Directors from time to time to track substantially the same market as the MSCI ACWI (All Country World Index) Index and which is considered by the Directors to be an appropriate index for the Fund to track, in accordance with the Prospectus) (the ""Index"") as closely as possible, while seeking to minimize as far as possible the tracking error between the Funds performance and that of the Index.",Acc,20.47,99.56,0.0,"USA: 58.02, JPN: 7.02, CHN: 5.56, GBR: 3.81, CHE: 2.96, CAN: 2.77, FRA: 2.6, DEU: 2.37, AUS: 1.77, TWN: 1.63, KOR: 1.57, NLD: 1.27, IND: 0.96, HKG: 0.86, SWE: 0.8, DNK: 0.71, BRA: 0.6, ESP: 0.59, ITA: 0.5, ZAF: 0.43, SGP: 0.4, FIN: 0.31, RUS: 0.29, SAU: 0.29, BEL: 0.22, MEX: 0.21, MYS: 0.21, THA: 0.18, IDN: 0.16, NOR: 0.15, ISR: 0.14, NZL: 0.08, QAT: 0.08, PHL: 0.07, POL: 0.06, CHL: 0.05, PRT: 0.04, ARE: 0.03, AUT: 0.03, MAC: 0.03, COL: 0.02, HUN: 0.02, PER: 0.02, TUR: 0.02, CZE: 0.01, EGY: 0.01, GRC: 0.01, LUX: 0.01, PAK: 0.01",0.4,0.4,CHF,144.98,2020-11-13,8.0,8.32,14.15,,9.15,4.64
IE00B3YLTY66,SPDR® MSCI ACWI IMI UCITS ETF,Global Large-Cap Blend Equity,equity,3.0,4.0,"The investment policy of the Fund is to track the performance of the MSCI ACWI IMI (All Country World Investable Market Index) Index (or any other index determined by the Directors from time to time to track substantially the same market as the MSCI ACWI IMI (All Country World Investable Market Index) Index and which is considered by the Directors to be an appropriate index for the Fund to track, in accordance with the Prospectus) (the Index) as closely as possible, while seeking to minimize as far as possible the tracking error between the Funds performance and that of the Index. The Index is a free float-adjusted market capitalization weighted index that is designed to measure the equity market performance of developed and emerging markets. As of November 30, 2010, it covered over 8,738 securities across large, mid and small cap size segments and is consisted of 45 country indices comprising 24 developed and 21 emerging market country indices.",Acc,19.51,99.8,0.0,"USA: 57.6, JPN: 7.33, CHN: 5.07, GBR: 3.8, CAN: 2.91, CHE: 2.89, FRA: 2.3, DEU: 2.2, AUS: 1.9, TWN: 1.86, KOR: 1.66, NLD: 1.22, IND: 1.18, SWE: 0.97, HKG: 0.88, DNK: 0.8, BRA: 0.62, ITA: 0.57, ESP: 0.43, SGP: 0.43, ZAF: 0.36, BEL: 0.29, RUS: 0.29, SAU: 0.25, NOR: 0.24, MEX: 0.2, MYS: 0.2, FIN: 0.19, NZL: 0.16, GRC: 0.15, IDN: 0.11, ISR: 0.11, ARE: 0.1, POL: 0.1, THA: 0.1, CHL: 0.09, AUT: 0.06, PRT: 0.06, QAT: 0.06, COL: 0.03, EGY: 0.03, IRL: 0.03, PAK: 0.03, TUR: 0.03, ARG: 0.02, CZE: 0.02, HUN: 0.02, PHL: 0.02, PER: 0.01",0.4,0.4,CHF,133.86,2020-11-13,6.67,4.04,11.28,,8.82,3.74
IE00B3YLTY66,SPDR® MSCI ACWI IMI UCITS ETF,Global Large-Cap Blend Equity,equity,3.0,4.0,"The investment policy of the Fund is to track the performance of the MSCI ACWI IMI (All Country World Investable Market Index) Index (or any other index determined by the Directors from time to time to track substantially the same market as the MSCI ACWI IMI (All Country World Investable Market Index) Index and which is considered by the Directors to be an appropriate index for the Fund to track, in accordance with the Prospectus) (the Index) as closely as possible, while seeking to minimize as far as possible the tracking error between the Funds performance and that of the Index. The Index is a free float-adjusted market capitalization weighted index that is designed to measure the equity market performance of developed and emerging markets. As of November 30, 2010, it covered over 8,738 securities across large, mid and small cap size segments and is consisted of 45 country indices comprising 24 developed and 21 emerging market country indices.",Acc,19.51,99.8,0.0,"USA: 57.6, JPN: 7.33, CHN: 5.07, GBR: 3.8, CAN: 2.91, CHE: 2.89, FRA: 2.3, DEU: 2.2, AUS: 1.9, TWN: 1.86, KOR: 1.66, NLD: 1.22, IND: 1.18, SWE: 0.97, HKG: 0.88, DNK: 0.8, BRA: 0.62, ITA: 0.57, ESP: 0.43, SGP: 0.43, ZAF: 0.36, BEL: 0.29, RUS: 0.29, SAU: 0.25, NOR: 0.24, MEX: 0.2, MYS: 0.2, FIN: 0.19, NZL: 0.16, GRC: 0.15, IDN: 0.11, ISR: 0.11, ARE: 0.1, POL: 0.1, THA: 0.1, CHL: 0.09, AUT: 0.06, PRT: 0.06, QAT: 0.06, COL: 0.03, EGY: 0.03, IRL: 0.03, PAK: 0.03, TUR: 0.03, ARG: 0.02, CZE: 0.02, HUN: 0.02, PHL: 0.02, PER: 0.01",0.4,0.4,EUR,136.48,2020-11-13,7.19,7.78,13.57,,8.82,3.74
IE00B466KX20,SPDR® MSCI EM Asia UCITS ETF,Asia ex-Japan Equity,equity,3.0,4.0,"The investment policy of the Fund is to track the performance of the MSCI EM (Emerging Markets) Asia Index (or any other index determined by the Directors from time to time to track substantially the same market as the MSCI EM (Emerging Markets) Asia Index and which is considered by the Directors to be an appropriate index for the Fund to track, in accordance with the Prospectus) (the Index) as closely as possible, while seeking to minimize as far as possible the tracking error between the Funds performance and that of the Index. The MSCI EM (Emerging Markets) Asia Index is a free float-adjusted market capitalization weighted index that is designed to measure the equity market performance of emerging markets in Asia. As of November 30, 2010 the MSCI EM (Emerging Markets) Asia Index consisted of the following 8 emerging market country indices: China, India, Indonesia, Korea, Malaysia, Philippines, Taiwan, and Thailand.",Acc,15.65,99.54,0.0,"CHN: 52.72, TWN: 15.48, KOR: 14.6, IND: 9.94, MYS: 2.05, THA: 2.04, IDN: 1.6, PHL: 0.95, HKG: 0.51, USA: 0.08, PAK: 0.01",0.55,0.55,CHF,74.97,2020-11-13,19.22,6.2,15.71,,11.42,2.65
IE00B466KX20,SPDR® MSCI EM Asia UCITS ETF,Asia ex-Japan Equity,equity,3.0,4.0,"The investment policy of the Fund is to track the performance of the MSCI EM (Emerging Markets) Asia Index (or any other index determined by the Directors from time to time to track substantially the same market as the MSCI EM (Emerging Markets) Asia Index and which is considered by the Directors to be an appropriate index for the Fund to track, in accordance with the Prospectus) (the Index) as closely as possible, while seeking to minimize as far as possible the tracking error between the Funds performance and that of the Index. The MSCI EM (Emerging Markets) Asia Index is a free float-adjusted market capitalization weighted index that is designed to measure the equity market performance of emerging markets in Asia. As of November 30, 2010 the MSCI EM (Emerging Markets) Asia Index consisted of the following 8 emerging market country indices: China, India, Indonesia, Korea, Malaysia, Philippines, Taiwan, and Thailand.",Acc,15.65,99.54,0.0,"CHN: 52.72, TWN: 15.48, KOR: 14.6, IND: 9.94, MYS: 2.05, THA: 2.04, IDN: 1.6, PHL: 0.95, HKG: 0.51, USA: 0.08, PAK: 0.01",0.55,0.55,EUR,69.33,2020-11-13,18.26,6.26,15.59,,11.42,2.65
IE00B469F816,SPDR® MSCI Emerging Markets UCITS ETF,Global Emerging Markets Equity,equity,3.0,3.0,"The investment policy of the Fund is to track the performance of the MSCI Emerging Markets Index (or any other index determined by the Directors from time to time to track substantially the same market as the MSCI Emerging Markets Index and which is considered by the Directors to be an appropriate index for the Fund to track, in accordance with the Prospectus) (the Index) as closely as possible, while seeking to minimise as far as possible the tracking error between the Funds performance and that of the Index. The MSCI Emerging Markets Index is a free float-adjusted market capitalisation index that is designed to measure equity market performance of emerging markets.",Acc,15.08,99.21,0.0,"CHN: 42.82, TWN: 12.66, KOR: 11.95, IND: 8.22, BRA: 4.34, ZAF: 3.43, SAU: 2.62, RUS: 2.51, THA: 1.69, MEX: 1.68, MYS: 1.63, IDN: 1.33, PHL: 0.79, QAT: 0.78, ARE: 0.58, POL: 0.53, CHL: 0.51, HKG: 0.38, TUR: 0.29, USA: 0.23, HUN: 0.18, PER: 0.16, COL: 0.15, GRC: 0.12, LUX: 0.11, EGY: 0.1, CZE: 0.09, NLD: 0.08, ROU: 0.03, ARG: 0.02, PAK: 0.01",0.42,0.42,CHF,58.18,2020-11-13,7.86,3.95,12.84,,10.71,2.87
IE00B469F816,SPDR® MSCI Emerging Markets UCITS ETF,Global Emerging Markets Equity,equity,3.0,3.0,"The investment policy of the Fund is to track the performance of the MSCI Emerging Markets Index (or any other index determined by the Directors from time to time to track substantially the same market as the MSCI Emerging Markets Index and which is considered by the Directors to be an appropriate index for the Fund to track, in accordance with the Prospectus) (the Index) as closely as possible, while seeking to minimise as far as possible the tracking error between the Funds performance and that of the Index. The MSCI Emerging Markets Index is a free float-adjusted market capitalisation index that is designed to measure equity market performance of emerging markets.",Acc,15.08,99.21,0.0,"CHN: 42.82, TWN: 12.66, KOR: 11.95, IND: 8.22, BRA: 4.34, ZAF: 3.43, SAU: 2.62, RUS: 2.51, THA: 1.69, MEX: 1.68, MYS: 1.63, IDN: 1.33, PHL: 0.79, QAT: 0.78, ARE: 0.58, POL: 0.53, CHL: 0.51, HKG: 0.38, TUR: 0.29, USA: 0.23, HUN: 0.18, PER: 0.16, COL: 0.15, GRC: 0.12, LUX: 0.11, EGY: 0.1, CZE: 0.09, NLD: 0.08, ROU: 0.03, ARG: 0.02, PAK: 0.01",0.42,0.42,EUR,53.72,2020-11-13,7.84,3.89,13.34,,10.71,2.87
IE00B48X4842,SPDR® MSCI Emerging Markets Small Cap UCITS ETF,Global Emerging Markets Small/Mid-Cap Equity,equity,3.0,3.0,"The investment policy of the Fund is to track the performance of the MSCI Emerging Markets Small Cap Index (or any other index determined by the Directors from time to time to track substantially the same market as the MSCI Emerging Markets Small Cap Index and which is considered by the Directors to be an appropriate index for the Fund to track, in accordance with the Prospectus) (the Index) as closely as possible, while seeking to minimise as far as possible the tracking error between the Funds performance and that of the Index. The Index is a free float adjusted market capitalisation index that is designed to measure equity market performance of small companies from emerging markets. As of 30 November 2010, the index covers 21 Emerging Markets including Brazil, Chile, China, Colombia, Czech Republic, Egypt, Hungary, India, Indonesia, Korea, Malaysia, Mexico, Morocco, Peru, Philippines, Poland, Russia, South Africa, Taiwan, Thailand, and Turkey and consisted of 1,877 constituents.",Acc,9.97,99.44,0.0,"TWN: 23.4, KOR: 18.32, IND: 12.72, CHN: 12.0, BRA: 6.66, ZAF: 3.34, THA: 3.31, MYS: 3.24, SAU: 2.55, MEX: 2.13, IDN: 1.82, RUS: 1.2, POL: 1.15, QAT: 1.08, GRC: 0.97, TUR: 0.86, HKG: 0.79, CHL: 0.78, PHL: 0.76, PAK: 0.57, ARE: 0.55, ARG: 0.42, EGY: 0.32, COL: 0.28, USA: 0.26, SGP: 0.15, GBR: 0.12, HUN: 0.1, BEL: 0.07, MLT: 0.03, ESP: 0.02, JPN: 0.02",0.55,0.55,CHF,79.98,2020-11-13,6.67,1.72,10.24,,39.81,14.67
IE00B48X4842,SPDR® MSCI Emerging Markets Small Cap UCITS ETF,Global Emerging Markets Small/Mid-Cap Equity,equity,3.0,3.0,"The investment policy of the Fund is to track the performance of the MSCI Emerging Markets Small Cap Index (or any other index determined by the Directors from time to time to track substantially the same market as the MSCI Emerging Markets Small Cap Index and which is considered by the Directors to be an appropriate index for the Fund to track, in accordance with the Prospectus) (the Index) as closely as possible, while seeking to minimise as far as possible the tracking error between the Funds performance and that of the Index. The Index is a free float adjusted market capitalisation index that is designed to measure equity market performance of small companies from emerging markets. As of 30 November 2010, the index covers 21 Emerging Markets including Brazil, Chile, China, Colombia, Czech Republic, Egypt, Hungary, India, Indonesia, Korea, Malaysia, Mexico, Morocco, Peru, Philippines, Poland, Russia, South Africa, Taiwan, Thailand, and Turkey and consisted of 1,877 constituents.",Acc,9.97,99.44,0.0,"TWN: 23.4, KOR: 18.32, IND: 12.72, CHN: 12.0, BRA: 6.66, ZAF: 3.34, THA: 3.31, MYS: 3.24, SAU: 2.55, MEX: 2.13, IDN: 1.82, RUS: 1.2, POL: 1.15, QAT: 1.08, GRC: 0.97, TUR: 0.86, HKG: 0.79, CHL: 0.78, PHL: 0.76, PAK: 0.57, ARE: 0.55, ARG: 0.42, EGY: 0.32, COL: 0.28, USA: 0.26, SGP: 0.15, GBR: 0.12, HUN: 0.1, BEL: 0.07, MLT: 0.03, ESP: 0.02, JPN: 0.02",0.55,0.55,EUR,70.26,2020-11-13,4.95,-0.04,8.97,,39.81,14.67
IE00B910VR50,SPDR® MSCI EMU UCITS ETF,Eurozone Large-Cap Equity,equity,3.0,4.0,The objective of the SPDR MSCI EMU UCITS ETF is to track the performance of equity securities issued by large and mid-sized companies from developed Eurozone countries. It aims to do this by tracking the performance of the MSCI EMU Index as closely as possible.,Acc,10.47,99.95,0.0,"FRA: 31.82, DEU: 28.4, NLD: 15.11, ESP: 7.1, ITA: 6.44, FIN: 3.19, BEL: 2.78, GBR: 1.88, USA: 1.7, PRT: 0.53, AUT: 0.51, SGP: 0.47, LUX: 0.07",0.18,0.18,CHF,55.5,2020-11-13,1.08,0.93,9.71,,10.45,-1.1
IE00BKWQ0C77,SPDR® MSCI Europe Consumer Discretionary UCITS ETF,Sector Equity Consumer Goods & Services,equity,5.0,3.0,"The investment objective of the tracker is to replicate the performance of the MSCI Europe Consumer Discretionary net dividends reinvested. This index represents all the European shares which belong to the sector of ""discretionary consumer goods"" (ex. food).",Acc,9.71,99.89,0.0,"FRA: 34.41, DEU: 24.64, GBR: 17.86, NLD: 7.16, CHE: 4.67, SWE: 3.65, ITA: 3.64, ESP: 3.08, DNK: 0.9",0.3,0.3,EUR,130.46,2020-11-13,4.85,4.9,9.4,,11.03,-5.32
IE00BKWQ0C77,SPDR® MSCI Europe Consumer Discretionary UCITS ETF,Sector Equity Consumer Goods & Services,equity,5.0,3.0,"The investment objective of the tracker is to replicate the performance of the MSCI Europe Consumer Discretionary net dividends reinvested. This index represents all the European shares which belong to the sector of ""discretionary consumer goods"" (ex. food).",Acc,9.71,99.89,0.0,"FRA: 34.41, DEU: 24.64, GBR: 17.86, NLD: 7.16, CHE: 4.67, SWE: 3.65, ITA: 3.64, ESP: 3.08, DNK: 0.9",0.3,0.3,CHF,140.74,2020-11-13,4.39,4.89,8.47,,11.03,-5.32
